Name,Comment,Time,Likes,Reply Count
Mid Night Shawarma Llama,"I can't wait for this movie to make a Morbillion dollars, then quickly forgotten, then remembered when the next sequel comes out, then the next one, and the next one, and the next one.....",2022-11-20T21:45:34Z,1,2
Baklangbarista,It's connected to latest black panther God! Good collab!,2022-11-20T21:25:30Z,1,0
WassupItsMike!,What happened to the dude in the wheelchair,2022-11-20T21:06:57Z,1,2
No,Reminding me a little of black panther 2 movie Ik it’s gonna be diff tho i like it,2022-11-20T20:34:20Z,2,0
Branden Martinez,I wish ppl had a realization y this movie hits and THE WAY OF WATER I mean Bruce lee was saying similar things…..but ppl genuinely believe things don’t have deeper meanings..,2022-11-20T20:31:36Z,2,0
JanPan,This trailer seems like the final fight the girl will have some deus x machina animal controling powers that save the day<br><br>wich i hope isnt the case<br><br>but visually and all i am sooo hyped it seems so awesome,2022-11-20T20:17:21Z,0,3
Person Man,Subnautica reference?,2022-11-20T20:17:05Z,0,0
em0 gaming,Avuhtarhhhaaaa,2022-11-20T20:10:38Z,0,0
Karthik Rajeev,You're here from film theory aren't you?,2022-11-20T20:07:18Z,2,0
Chad,Free willy...in space,2022-11-20T20:05:28Z,1,0
D S,So is there actually going to be a reason to watch this? So far it looks pretty mediocre.,2022-11-20T20:01:14Z,3,2
Henley Wu,I’ve been waiting for this movie since last year,2022-11-20T19:51:03Z,0,0
ItsHollowBoy15,LETS GOOOOOOOOOOOOOOOOOOOOOOO,2022-11-20T19:19:55Z,1,0
Constantine,Just another cartoon full of CGI. <br>So where is the movie???,2022-11-20T19:19:16Z,2,1
ItsHollowBoy15,l'm so excited for this to come out this year and this was an amazing trailer to watch today :],2022-11-20T19:17:53Z,2,0
Bonq,Giving me strong subnautica vibes and I’m all for it,2022-11-20T19:07:39Z,0,0
XxItzTinaxX,I’m crying I love avatar so much 😭,2022-11-20T19:05:36Z,1,0
Iam Sohel khan,Jai sudeer anna king👑,2022-11-20T18:54:27Z,1,0
Captiankirk games,Final trailer possible coming tomorrow,2022-11-20T18:41:43Z,2,0
Krunal Yenurkar,I'm feeling bad for those people who can't see this Magnum Opus..,2022-11-20T18:27:51Z,2,0
mae agar,Goosebumps the whole time,2022-11-20T18:06:36Z,4,0
shaquille.oatmeal.,Hopefully the humans finish the job this time,2022-11-20T18:00:40Z,1,2
MrJord1994,I just hope this doesn’t spark another 3D craze,2022-11-20T17:42:46Z,0,0
MrJord1994,Avatar but In the water !,2022-11-20T17:41:11Z,0,1
Viktoria,Okej,2022-11-20T17:35:50Z,0,0
OK - INFO STORE,Jai Sudheer anna,2022-11-20T17:20:55Z,0,0
GodKing804,No 4k trailer?,2022-11-20T17:11:02Z,0,0
bari praveenkumar,Jai sudigali sudheer anna 😂😂,2022-11-20T16:59:03Z,0,0
Richmond lo telugu kurradu,జై సుధీర్ అన్న,2022-11-20T16:41:57Z,0,0
Richmond lo telugu kurradu,Sudheer anna thopu Dammunte aapu,2022-11-20T16:39:32Z,0,0
Richmond lo telugu kurradu,Jai Sudigali Sudheer,2022-11-20T16:39:14Z,0,0
Richmond lo telugu kurradu,Jai Sudheer anna,2022-11-20T16:38:44Z,0,0
Frank Graziano,Doesn't look that good to be honest,2022-11-20T16:32:01Z,1,1
Kate baker 💕,I been waiting for this for forever it feels like the avatar movies have always intrigued me cause of how pretty they always are,2022-11-20T16:06:47Z,3,0
Arun Kumar,Jai Sudheer anna,2022-11-20T16:01:41Z,0,0
Cheyenne,Pure evil and deception,2022-11-20T15:56:53Z,0,1
Silver Eagle,Jai Sudheer anna,2022-11-20T15:46:58Z,0,0
GG,Some of the cgi looks really good and some of it looks really bad,2022-11-20T14:37:05Z,1,0
David Vander Ven,Will they finally nuke the moon like they should have in the first?,2022-11-20T14:28:21Z,0,2
Srinivasarao Kanakam,జై సుధీర్ అన్న,2022-11-20T14:22:43Z,1,0
Young Ma,i would like to think some new actor might say &quot;my biggest role ever was some blue sh!t&quot; 😅,2022-11-20T14:08:56Z,0,0
JW Seibert,So humans want to take over for one reason or another and the blue water people don't want to fight and must be convinced by the other blue people? It looks visually stunning but wth is the story? I can't tell from the trailer so I guessed.,2022-11-20T13:56:17Z,0,1
Tod x,where is Zuko,2022-11-20T13:42:07Z,1,1
Ramana Ramana,I no english James Cameron's Avatar our india devotion but no problem god vishnu and lord shiva is nice imagination all the best jaihind,2022-11-20T13:40:18Z,0,0
Christopher Gallagher,Don’t care. Please remove my name from list,2022-11-20T13:37:30Z,0,0
Ramana Ramana,Jai Hinduism jaihind,2022-11-20T13:36:34Z,0,0
BACK BANCHER S,Avatar 2 my favourite movie in world,2022-11-20T13:35:56Z,0,0
sandeep chedanka,Jai sudheer anna💙,2022-11-20T13:19:24Z,0,0
A K,"I find quite similaries between ancient Hindu Astronomy, vedas ,upanishads and   Avatar movie. Hindus pray and find divinity in nature, sun, moon, air, trees, fire and all the life giving things around and protect just like people of Pandora did. No doubt this movie seems to be inspired from Hinduism and its eastern philosophy",2022-11-20T13:14:20Z,1,0
Sienna Hunter,"I am so hyped for this, just 1 month away!!!",2022-11-20T12:58:26Z,2,0
Varun Kumar,Hollywood ki badsha James tollywood ki badsha Jay sudheer Anna ✊✊✊✊,2022-11-20T11:51:51Z,0,0
silenT,pozdrawiam wk,2022-11-20T11:47:25Z,0,0
rs venky rs venky,Jey sudigaali sudhir annaya,2022-11-20T11:40:09Z,0,0
mase,This is so phenomenal im actually crying my tears out,2022-11-20T11:02:13Z,4,0
Akshat,They Should Cast Govinda Seriously 😂,2022-11-20T10:19:55Z,0,0
Garena official 🔥,Jai sudheer anna 💥💥🔥,2022-11-20T10:00:12Z,1,0
ABHI 888 GAMING,Jai sudheer anna,2022-11-20T09:49:06Z,0,0
Panda Kso,Bring back the papyrus font or riot,2022-11-20T09:42:13Z,0,0
Sharfuddin Ahamed Zishan,Not got so much interest after watched trailer. May be still I loved earlier Avatar 2009.,2022-11-20T09:40:37Z,0,0
Tse Nam,This time 5 billion dollars gross at box office💥💥💥💥💥,2022-11-20T08:27:07Z,2,0
Patnuri Ranjith Entertainments,Jai sudheer anna,2022-11-20T08:01:13Z,0,0
Rajasekhar,Jai sudheer anna,2022-11-20T07:55:15Z,0,0
Sushanth Singh rajput Manny,jai sudheer Anna,2022-11-20T06:35:24Z,1,0
leak leak,I took a white girl to the movies we went to see the new Doctor strange when seeing this we saw the trailer for this movie. I told her they made them blue because if they would have made them black people really wouldn't have watched it. I told her to look at the hair they're really supposed to be black. And she started freaking out during the trailer  having a little rage. I should have left her ass there 😑 after the movie just seeing that,2022-11-20T06:22:09Z,0,1
short movies upload channel,Jai NTR AnnA ❤️,2022-11-20T06:04:22Z,0,0
short movies upload channel,Jai NTR AnnA ❤️,2022-11-20T06:04:17Z,0,0
short movies upload channel,Jai NTR AnnA ❤️,2022-11-20T06:04:01Z,0,0
short movies upload channel,Jai NTR AnnA ❤️,2022-11-20T06:03:56Z,0,0
short movies upload channel,Jai NTR AnnA ❤️,2022-11-20T06:03:51Z,0,0
short movies upload channel,Jai NTR AnnA ❤️,2022-11-20T06:03:40Z,0,0
short movies upload channel,Jai NTR AnnA ❤️,2022-11-20T06:03:34Z,0,0
short movies upload channel,Jai NTR AnnA ❤️,2022-11-20T06:03:29Z,0,0
short movies upload channel,Jai NTR AnnA ❤️,2022-11-20T06:03:19Z,0,0
short movies upload channel,Jai NTR AnnA ❤️,2022-11-20T06:03:13Z,0,0
short movies upload channel,Jai NTR AnnA ❤️,2022-11-20T06:03:01Z,0,0
short movies upload channel,Jai NTR AnnA ❤️,2022-11-20T06:02:56Z,0,0
short movies upload channel,Jai NTR Anna 🥰,2022-11-20T06:02:49Z,0,0
short movies upload channel,Jai NTR AnnA ❤️,2022-11-20T06:02:35Z,0,0
VV @ |} 3,I see the bots are gonna love this one,2022-11-20T05:12:12Z,0,0
Sco Jo,Yay more liberal propoganda.,2022-11-20T05:02:01Z,1,1
ocean sounds,Jai Sudheer anna,2022-11-20T04:55:51Z,1,0
MisterAhmad,"it will beat the first avatar to become the highest grossing movie of all time, and the first movie in history to gross $3 billion worldwide",2022-11-20T04:48:36Z,2,0
Hunter Olsen,"I mean this looks really good, but I can't help but think it looks like it's the same story basically as the first one",2022-11-20T04:28:51Z,0,1
ŤØŃŸ_Š13 yt,Jai sudheer anna,2022-11-20T03:41:08Z,2,0
DangerMouSe,So is this gonna show what the traitor is up to now?,2022-11-20T03:15:20Z,1,0
Vinod gouda172,Jai sudheer anna,2022-11-20T03:13:18Z,1,0
Real Ensu,Wow,2022-11-20T02:30:54Z,1,0
BOAST SOCIETY PODCAST,All we need next is DISTRICT 9 and i am all good,2022-11-20T02:28:21Z,0,0
Its Prasad,Jai Sudheer Anna 🙏🙏🙏 Sudheer Anna movie all watch in the treaters,2022-11-20T02:28:09Z,1,0
printknight528,Just came here to say I am not going to watch this. Have a good day.,2022-11-20T02:21:26Z,2,0
Cookie Dough Gaming,The way this trailer gives me chills each time.<br>i can't wait to watch this,2022-11-20T02:11:24Z,15,0
majortom331,"I remember watching the first movie in middle school with other kids as good behavior. We got to see it on the big screen in the auditorium and it was awesome.(even though I forgot my glasses) Years later I got to rewatch it a few more times and its one of the greatest IMO and im glad James Cameron got to make a sequel, even with all the time passed. I can't wait till December",2022-11-20T01:57:52Z,2,1
Tse Nam,Unprecedented craze n hype b build immediately globally with the final trailer💥💥💥💥💥tickets b sold like hot cakes💥💥⭐️⭐️💓👏👌👍,2022-11-20T01:31:46Z,1,0
Tse Nam,Yet another pathbreaking n out of the world final trailer s arriving this Monday💥💥💥💥💥rip YouTube views n likes records💥💥⭐️⭐️👏💓it gonna stun n blow everyone’s minds💯💯💯💯💯💯💯💯💯💯💯💯,2022-11-20T01:29:48Z,1,6
Manjith Kar,Jai sudeer Anna ❤🔥,2022-11-20T01:18:07Z,2,0
AAAAAHAHAHAHAHAHAAAAHAAA,LETSGOOOOOOO,2022-11-20T00:42:24Z,2,0
Ricardo Garcia,"I'm going to be there in December 16, but, why this internet trailer looks so OVERBLOWN? Look the IMAX 3D trailer in a cinema, it's a HUGE difference! Somebody of the Lightstorm Marketing dpt. should be fired.",2022-11-20T00:41:36Z,1,0
Jokerhorse,"This looks super cool and I can't wait to see it!!!<br><br>I did notice that his daughter has a slightly more pointed nose, which confuses me since it looks more human than Na'vi. Not sure why they did this since Jake is a Na'vi and not a human anymore.",2022-11-20T00:28:35Z,0,2
Carlos Andrés Tirado Castillo,Strong heart ❤️,2022-11-20T00:17:11Z,3,0
Carlos Andrés Tirado Castillo,&quot;I NEED YOU WITH ME&quot;,2022-11-20T00:16:46Z,3,0
Potato Masher,Rasta Jake Sully,2022-11-19T23:48:43Z,1,0
hardrivethrutown,"Just heard there is going to be another trailer on Monday? Very close together if I don't say so myself, but I'll always welcome more Avatar content.",2022-11-19T22:55:10Z,0,0
jared gulvas,Is there any GOOD movies coming out? Hard pass on this dumb shit,2022-11-19T22:26:05Z,3,4
Theawesomeg,You'd figure they wouldn't speak English at all anymore,2022-11-19T22:04:22Z,0,1
Skyler Thompson,The humans better win this time. That's all I'm saying,2022-11-19T22:04:09Z,1,1
Nina Desi lov,The first  avatar was ok  cool fight  scene  but pretty boring,2022-11-19T22:01:40Z,1,0
max m,Avatar: The Way of Wokeism,2022-11-19T21:52:50Z,2,0
RollyAces,"Hello Mr Cameron, your film project was due on December 16th.......2011",2022-11-19T21:48:43Z,1,9
Don Star,A cross between a cartoon and a comic book lml,2022-11-19T21:42:29Z,2,7
袁大神,avatar gave me a dream 13 years ago,2022-11-19T21:19:59Z,1,1
Common Sense,"Wow, I'm so glad it finally arrived. I watched Avatar 1 at age 35, and now,  pushing 983 Y/O, I hope I make it before I kick the bucket. Taking comfort in knowing my great quadrillion grandson will see Avatar 3.",2022-11-19T20:43:43Z,1,1
NITHEESH NR,ഇങ്ങനെ ഒരു പടം വന്നപ്പോ ഇന്ത്യക്കാര് ആഹാ ഇന്ത്യയിൽ നിന്ന് വന്ന ഇതെന്ത് മൈര് എന്ന് നല്ല കളബോതം 🙏🙏🙏,2022-11-19T20:40:46Z,0,0
Slein,J’ai hâte ❤<br>C toute ma vie avatar 😂,2022-11-19T19:59:36Z,1,0
Crazy Actions,"As excited as I am to see more of Pandora I’m even more so to see what technology the humans have this time. I fell in love with the AMP suit of the first movie, if I could pilot one I would die happy.",2022-11-19T19:54:33Z,0,1
Simon Roper,I see you 😍,2022-11-19T18:48:04Z,2,0
GypsyJen GypsyDogs,I have been waiting a very long time for this.,2022-11-19T18:27:18Z,2,0
Nathan Dickens,"Whoever has the idea for this movie has had an amazing interpretation of the bible, what a great vision this generous soul has graced this miraculous kingdom our Lord and Savior allows us to inhabit...thank u for this helpful enlightenment",2022-11-19T18:17:25Z,1,0
Vega,1,2022-11-19T17:53:15Z,0,0
antisaint380,This looks like shit,2022-11-19T17:39:32Z,3,0
Michael Thayer,"Humans are gonna win this time right? Losing once to stone age primitives is a an understandable mistake and a lesson on hubris, but twice is downright impossible. <br>I mean look at the Great Sioux War, the Anglo-Zulu War, All the Seminole Wars, Cortes conquering the Aztecs, the list goes on.",2022-11-19T17:37:23Z,1,2
CT MACHAN STORIES,Well feel,2022-11-19T17:20:06Z,1,0
Fact Bee 🕉️,Whatever happens but i don't want them to be separated 😭,2022-11-19T16:54:56Z,2,2
ojas,We are here for the Alita sequel. There are thousands of people who created a connection with Alita. Please hear us James Cameron. Alita Army is still alive.,2022-11-19T16:46:59Z,0,1
Andrew park,"To be honest, this trailer does not attract me a lot. Maybe it is my taste.",2022-11-19T16:45:52Z,2,0
Varo Goth,Can't wait to see the humans exterminate all these filthy xenos!,2022-11-19T16:18:34Z,0,0
BGMI TELUGU GAMER,Jai sudheer  🔥🔥🔥,2022-11-19T16:17:20Z,1,0
MGTOW-Balance,Avatar:  The Way Of Wahmen,2022-11-19T15:56:37Z,0,1
HankofJuly,"“You can’t remember any character names!!!” Okay? It’s not like Avatar is a character study movie or something that everyone can easily recognize like Star Wars. Name a character from Alien that isn’t Ripley, or any of the characters from The Thing.<br><br>“It’s just Pocahontas in space!!!” Bro Lion King is Hamlet but with lions, movies do this all the time, this is not the gotcha moment you think it is.<br><br>Anyway James Cameron is a phenomenal director and y’all hate on him too much",2022-11-19T15:53:03Z,1,0
The BloG MafiA,Господи сколько я ждал...,2022-11-19T15:51:22Z,1,0
Jason Coe,Kinda dont care about this anymore.,2022-11-19T15:39:21Z,1,0
Chica DeLobas,already love that song,2022-11-19T15:12:02Z,1,0
EFcrazylegs,What is that I see subnautica?,2022-11-19T14:55:52Z,0,0
Jackie Johnson,Im crying already! Jesus I cant wait,2022-11-19T14:31:27Z,3,0
Caleb Good,Finally.,2022-11-19T13:23:15Z,2,0
THE GREAT I AM,Kinda lame,2022-11-19T12:51:25Z,2,1
ƬЯЦΣYG,Crazy how big the audience is for avatar even after years since the first movie,2022-11-19T12:37:01Z,1,2
Jiorockers,Jai Sudheer anna,2022-11-19T12:03:39Z,3,0
Back Pack,"36M??!!<br>I love you guys :,,)",2022-11-19T11:55:11Z,1,0
Sylvio Sassatani S. Jr,liqeuid amisniiotic  driven in the s,2022-11-19T10:28:42Z,0,0
Raj Thakur,2009_2022 🤌,2022-11-19T10:23:47Z,1,0
Ram Mannam,Jai sudheer anna,2022-11-19T09:08:20Z,4,0
Cody Healey,Whats the storyline,2022-11-19T08:54:44Z,0,0
Valencia Demmings,They putting the truth right in our faces but only the woke people will see the truth and the sleep people will think it’s only a movie,2022-11-19T08:37:19Z,0,0
Rohithprajwal,Jai sudheer Anna,2022-11-19T08:23:06Z,4,0
Korke,"It’s nice to see the Māori people finally being recognised in mainstream cinema, you rarely ever see them on the big screen, and the fact that it’s avatar, gives me hope that more people recognise this small population even more!",2022-11-19T08:21:20Z,90,5
max’s race hub,watched the first Avatar 6 times in the theaters when it came out. Loved every second of it every time i saw it. was 9 years old when the first came out. Can’t believe i’ll be 23 when this one releases. Awesome.,2022-11-19T08:04:39Z,20,1
The Bitter Truth,Umbiya padam.. Lalettan kii jai,2022-11-19T07:48:17Z,0,0
Colin Boone,YOOOOOOOO NO WAY!!!!!!!!! BEEN WAITING SINCE I WAS LIKE NINE YEARS OLD!!!!,2022-11-19T07:03:36Z,3,0
Arin Kotla,Jai sudheer anna 🔥🔥🔥❤️,2022-11-19T06:56:41Z,4,0
